location_id,alertListId,alertTitle,alertDetail,alertDate,active
296435,473,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",13/4/22,TRUE
991253,474,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",14/4/22,TRUE
204346,475,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",15/4/22,TRUE
464761,476,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",16/4/22,TRUE
669743,477,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",17/4/22,TRUE
617044,478,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",18/4/22,TRUE
552208,479,"""New In""","""Covid19 Entry Requirements for Travellers to China""",19/4/22,TRUE
847180,480,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",20/4/22,TRUE
325837,481,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",21/4/22,TRUE
949320,482,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",22/4/22,TRUE
188829,483,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",23/4/22,TRUE
280254,484,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",24/4/22,TRUE
158446,485,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",25/4/22,TRUE
934617,486,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",26/4/22,TRUE
911546,487,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",27/4/22,TRUE
886976,488,"""New In""","""Covid19 Entry Requirements for Travellers to China""",28/4/22,TRUE
149272,489,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",29/4/22,TRUE
919565,490,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",30/4/22,TRUE
732853,491,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",1/5/22,TRUE
740143,492,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",2/5/22,TRUE
790265,493,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",3/5/22,TRUE
948397,494,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",4/5/22,TRUE
989412,495,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",5/5/22,TRUE
738426,496,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",6/5/22,TRUE
396937,497,"""New In""","""Covid19 Entry Requirements for Travellers to China""",7/5/22,TRUE
395373,498,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",8/5/22,TRUE
822771,499,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",9/5/22,TRUE
421653,500,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",10/5/22,TRUE
201634,501,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",11/5/22,TRUE
701810,502,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",12/5/22,TRUE
260702,503,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",13/5/22,TRUE
276282,504,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",14/5/22,TRUE
222470,505,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",15/5/22,TRUE
371330,506,"""New In""","""Covid19 Entry Requirements for Travellers to China""",16/5/22,TRUE
620676,507,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",17/5/22,TRUE
490748,508,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",18/5/22,TRUE
271536,509,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",19/5/22,TRUE
757467,510,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",20/5/22,TRUE
409165,511,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",21/5/22,TRUE
293841,512,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",22/5/22,TRUE
224626,513,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",23/5/22,TRUE
712757,514,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",24/5/22,TRUE
683601,515,"""New In""","""Covid19 Entry Requirements for Travellers to China""",25/5/22,TRUE
959395,516,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",26/5/22,TRUE
658836,517,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",27/5/22,TRUE
325746,518,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",28/5/22,TRUE
499721,519,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",29/5/22,TRUE
891208,520,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",30/5/22,TRUE
968423,521,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",31/5/22,TRUE
487209,522,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",1/6/22,TRUE
101351,523,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",2/6/22,TRUE
777158,524,"""New In""","""Covid19 Entry Requirements for Travellers to China""",3/6/22,TRUE
318990,525,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",4/6/22,TRUE
702810,526,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",5/6/22,TRUE
611843,527,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",6/6/22,TRUE
822194,528,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",7/6/22,TRUE
414292,529,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",8/6/22,TRUE
186907,530,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",9/6/22,TRUE
286567,531,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",10/6/22,TRUE
448982,532,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",11/6/22,TRUE
128830,533,"""New In""","""Covid19 Entry Requirements for Travellers to China""",12/6/22,TRUE
425370,534,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",13/6/22,TRUE
735224,535,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",14/6/22,TRUE
298360,536,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",15/6/22,TRUE
630683,537,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",16/6/22,TRUE
802499,538,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",17/6/22,TRUE
172681,539,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",18/6/22,TRUE
535661,540,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",19/6/22,TRUE
456826,541,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",20/6/22,TRUE
210630,542,"""New In""","""Covid19 Entry Requirements for Travellers to China""",21/6/22,TRUE
241746,543,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",22/6/22,TRUE
988171,544,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",23/6/22,TRUE
176827,545,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",24/6/22,TRUE
856299,546,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",25/6/22,TRUE
331618,547,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",26/6/22,TRUE
911439,548,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",27/6/22,TRUE
727423,549,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",28/6/22,TRUE
835308,550,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",29/6/22,TRUE
654044,551,"""New In""","""Covid19 Entry Requirements for Travellers to China""",30/6/22,TRUE
567400,552,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",1/7/22,TRUE
262489,553,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",2/7/22,TRUE
141653,554,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",3/7/22,TRUE
975880,555,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",4/7/22,TRUE
435390,556,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",5/7/22,TRUE
763344,557,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",6/7/22,TRUE
114336,558,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",7/7/22,TRUE
227137,559,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",8/7/22,TRUE
868828,560,"""New In""","""Covid19 Entry Requirements for Travellers to China""",9/7/22,TRUE
150148,561,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",10/7/22,TRUE
587055,562,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",11/7/22,TRUE
109599,563,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",12/7/22,TRUE
288006,564,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",13/7/22,TRUE
665949,565,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",14/7/22,TRUE
855642,566,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",15/7/22,TRUE
875628,567,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",16/7/22,TRUE
145644,568,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",17/7/22,TRUE
541585,569,"""New In""","""Covid19 Entry Requirements for Travellers to China""",18/7/22,TRUE
436576,570,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",19/7/22,TRUE
435933,571,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",20/7/22,TRUE
376978,572,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",21/7/22,TRUE
409183,573,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",22/7/22,TRUE
923225,574,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",23/7/22,TRUE
526858,575,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",24/7/22,TRUE
787899,576,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",25/7/22,TRUE
848959,577,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",26/7/22,TRUE
345494,578,"""New In""","""Covid19 Entry Requirements for Travellers to China""",27/7/22,TRUE
698301,579,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",28/7/22,TRUE
395038,580,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",29/7/22,TRUE
891103,581,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",30/7/22,TRUE
938520,582,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",31/7/22,TRUE
394447,583,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",1/8/22,TRUE
588074,584,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",2/8/22,TRUE
162410,585,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",3/8/22,TRUE
198453,586,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",4/8/22,TRUE
841919,587,"""New In""","""Covid19 Entry Requirements for Travellers to China""",5/8/22,TRUE
272998,588,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",6/8/22,TRUE
225193,589,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",7/8/22,TRUE
844362,590,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",8/8/22,TRUE
791093,591,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",9/8/22,TRUE
444999,592,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",10/8/22,TRUE
400632,593,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",11/8/22,TRUE
135195,594,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",12/8/22,TRUE
121143,595,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",13/8/22,TRUE
937521,596,"""New In""","""Covid19 Entry Requirements for Travellers to China""",14/8/22,TRUE
179165,597,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",15/8/22,TRUE
310692,598,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",16/8/22,TRUE
123853,599,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",17/8/22,TRUE
271003,600,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",18/8/22,TRUE
589268,601,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",19/8/22,TRUE
771208,602,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",20/8/22,TRUE
990636,603,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",21/8/22,TRUE
357858,604,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",22/8/22,TRUE
805215,605,"""New In""","""Covid19 Entry Requirements for Travellers to China""",23/8/22,TRUE
957313,606,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",24/8/22,TRUE
945516,607,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",25/8/22,TRUE
359856,608,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",26/8/22,TRUE
182197,609,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",27/8/22,TRUE
165439,610,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",28/8/22,TRUE
729202,611,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",29/8/22,TRUE
964887,612,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",30/8/22,TRUE
958015,613,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",31/8/22,TRUE
944879,614,"""New In""","""Covid19 Entry Requirements for Travellers to China""",1/9/22,TRUE
591606,615,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",2/9/22,TRUE
592865,616,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",3/9/22,TRUE
101450,617,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",4/9/22,TRUE
794466,618,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",5/9/22,TRUE
391635,619,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",6/9/22,TRUE
121450,620,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",7/9/22,TRUE
248075,621,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",8/9/22,TRUE
485306,622,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",9/9/22,TRUE
803812,623,"""New In""","""Covid19 Entry Requirements for Travellers to China""",10/9/22,TRUE
157709,624,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",11/9/22,TRUE
993418,625,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",12/9/22,TRUE
860672,626,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",13/9/22,TRUE
440763,627,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",14/9/22,TRUE
909473,628,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",15/9/22,TRUE
471546,629,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",16/9/22,TRUE
119555,630,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",17/9/22,TRUE
896178,631,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",18/9/22,TRUE
250850,632,"""New In""","""Covid19 Entry Requirements for Travellers to China""",19/9/22,TRUE
533612,633,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",20/9/22,TRUE
642159,634,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",21/9/22,TRUE
816617,635,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",22/9/22,TRUE
747078,636,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",23/9/22,TRUE
867021,637,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",24/9/22,TRUE
991215,638,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",25/9/22,TRUE
119617,639,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",26/9/22,TRUE
974115,640,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",27/9/22,TRUE
614876,641,"""New In""","""Covid19 Entry Requirements for Travellers to China""",28/9/22,TRUE
867585,642,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",29/9/22,TRUE
511638,643,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",30/9/22,TRUE
968095,644,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",1/10/22,TRUE
543749,645,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",2/10/22,TRUE
704070,646,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",3/10/22,TRUE
129244,647,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",4/10/22,TRUE
115465,648,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",5/10/22,TRUE
184834,649,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",6/10/22,TRUE
583998,650,"""New In""","""Covid19 Entry Requirements for Travellers to China""",7/10/22,TRUE
667792,651,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",8/10/22,TRUE
255639,652,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",9/10/22,TRUE
672690,653,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",10/10/22,TRUE
427161,654,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",11/10/22,TRUE
145587,655,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",12/10/22,TRUE
291620,656,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",13/10/22,TRUE
699428,657,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",14/10/22,TRUE
263271,658,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",15/10/22,TRUE
758941,659,"""New In""","""Covid19 Entry Requirements for Travellers to China""",16/10/22,TRUE
278276,660,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",17/10/22,TRUE
140074,661,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",18/10/22,TRUE
460928,662,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",19/10/22,TRUE
914498,663,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",20/10/22,TRUE
590863,664,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",21/10/22,TRUE
635329,665,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",22/10/22,TRUE
676636,666,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",23/10/22,TRUE
271534,667,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",24/10/22,TRUE
519475,668,"""New In""","""Covid19 Entry Requirements for Travellers to China""",25/10/22,TRUE
670580,669,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",26/10/22,TRUE
931749,670,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",27/10/22,TRUE
337622,671,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",28/10/22,TRUE
620977,672,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",29/10/22,TRUE
839037,673,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",30/10/22,TRUE
826200,674,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",31/10/22,TRUE
720626,675,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",1/11/22,TRUE
102028,676,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",2/11/22,TRUE
916699,677,"""New In""","""Covid19 Entry Requirements for Travellers to China""",3/11/22,TRUE
479302,678,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",4/11/22,TRUE
554294,679,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",5/11/22,TRUE
681755,680,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",6/11/22,TRUE
842831,681,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",7/11/22,TRUE
513611,682,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",8/11/22,TRUE
707882,683,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",9/11/22,TRUE
746321,684,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",10/11/22,TRUE
375339,685,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",11/11/22,TRUE
386399,686,"""New In""","""Covid19 Entry Requirements for Travellers to China""",12/11/22,TRUE
366627,687,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",13/11/22,TRUE
975078,688,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",14/11/22,TRUE
237710,689,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",15/11/22,TRUE
242771,690,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",16/11/22,TRUE
724895,691,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",17/11/22,TRUE
618023,692,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",18/11/22,TRUE
137088,693,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",19/11/22,TRUE
754586,694,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",20/11/22,TRUE
547214,695,"""New In""","""Covid19 Entry Requirements for Travellers to China""",21/11/22,TRUE
685117,696,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",22/11/22,TRUE
343320,697,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",23/11/22,TRUE
955197,698,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",24/11/22,TRUE
292745,699,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",25/11/22,TRUE
762531,700,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",26/11/22,TRUE
769238,701,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",27/11/22,TRUE
914681,702,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",28/11/22,TRUE
570889,703,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",29/11/22,TRUE
459821,704,"""New In""","""Covid19 Entry Requirements for Travellers to China""",30/11/22,TRUE
147177,705,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",1/12/22,TRUE
685577,706,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",2/12/22,TRUE
654479,707,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",3/12/22,TRUE
668715,708,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",4/12/22,TRUE
